"CoC Number","CoC Name","Total Homeless, 2012","Sheltered Homeless, 2012","Unsheltered Homeless, 2012","Homeless Individuals, 2012","Sheltered Homeless Individuals, 2012","Unsheltered Homeless Individuals, 2012","Homeless People in Families, 2012","Sheltered Homeless People in Families, 2012","Unsheltered Homeless People in Families, 2012","Chronically Homeless, 2012","Sheltered Chronically Homeless, 2012","Unsheltered Chronically Homeless, 2012","Chronically Homeless Individuals, 2012","Sheltered Chronically Homeless Individuals, 2012","Unsheltered Chronically Homeless Individuals, 2012","Chronically Homeless People in Families, 2012","Sheltered Chronically Homeless People in Families, 2012","Unsheltered Chronically Homeless People in Families, 2012","Homeless Veterans, 2012","Sheltered Homeless Veterans, 2012","Unsheltered Homeless Veterans, 2012"
"VA-513","Harrisburg, Winchester/Western Virginia CoC","313.0","262.0","51.0","182.0","139.0","43.0","131.0","123.0","8.0","80.0","67.0","13.0","76.0","64.0","12.0","4.0","3.0","1.0","26.0","19.0","7.0"
"VA-514","Fredericksburg/Spotsylvania, Stafford Counties CoC","193.0","146.0","47.0","109.0","67.0","42.0","84.0","79.0","5.0","63.0","25.0","38.0","47.0","14.0","33.0","16.0","11.0","5.0","15.0","10.0","5.0"
"VA-521","Virginia Balance of State (BoS) CoC","957.0","742.0","215.0","485.0","327.0","158.0","472.0","415.0","57.0","131.0","68.0","63.0","89.0","51.0","38.0","42.0","17.0","25.0","47.0","31.0","16.0"
"VA-600","Arlington County CoC","451.0","320.0","131.0","263.0","132.0","131.0","188.0","188.0","0.0","175.0","82.0","93.0","175.0","82.0","93.0","0.0","0.0","0.0","24.0","16.0","8.0"
"VA-601","Fairfax County CoC","1534.0","1356.0","178.0","697.0","519.0","178.0","837.0","837.0","0.0","358.0","230.0","128.0","353.0","225.0","128.0","5.0","5.0","0.0","60.0","50.0","10.0"
"VA-602","Loudoun County CoC","168.0","132.0","36.0","70.0","41.0","29.0","98.0","91.0","7.0","18.0","7.0","11.0","18.0","7.0","11.0","0.0","0.0","0.0","8.0","5.0","3.0"
"VA-603","City of Alexandria CoC","352.0","330.0","22.0","213.0","191.0","22.0","139.0","139.0","0.0","60.0","40.0","20.0","60.0","40.0","20.0","0.0","0.0","0.0","20.0","15.0","5.0"
"VA-604","Prince William County CoC","452.0","327.0","125.0","157.0","68.0","89.0","295.0","259.0","36.0","60.0","21.0","39.0","56.0","17.0","39.0","4.0","4.0","0.0","29.0","12.0","17.0"
"VI-500","Virgin Islands CoC","484.0","106.0","378.0","438.0","60.0","378.0","46.0","46.0","0.0","193.0","2.0","191.0","193.0","2.0","191.0","0.0","0.0","0.0","33.0","1.0","32.0"
"VT-500","Vermont Balance of State CoC","776.0","630.0","146.0","438.0","333.0","105.0","338.0","297.0","41.0","127.0","108.0","19.0","103.0","94.0","9.0","24.0","14.0","10.0","80.0","71.0","9.0"
"VT-501","Burlington/Chittenden County CoC","384.0","307.0","77.0","215.0","150.0","65.0","169.0","157.0","12.0","101.0","45.0","56.0","87.0","34.0","53.0","14.0","11.0","3.0","29.0","22.0","7.0"
"WA-500","Seattle/King County CoC","8899.0","6281.0","2618.0","5748.0","3154.0","2594.0","3151.0","3127.0","24.0","846.0","618.0","228.0","841.0","613.0","228.0","5.0","5.0","0.0","796.0","633.0","163.0"
"WA-501","Washington Balance of State CoC","4819.0","3228.0","1591.0","2606.0","1357.0","1249.0","2213.0","1871.0","342.0","680.0","236.0","444.0","567.0","176.0","391.0","113.0","60.0","53.0","326.0","216.0","110.0"
"WA-502","Spokane City & County CoC","1185.0","1055.0","130.0","662.0","570.0","92.0","523.0","485.0","38.0","82.0","59.0","23.0","80.0","59.0","21.0","2.0","0.0","2.0","99.0","89.0","10.0"
"WA-503","Tacoma/Lakewood/Pierce County CoC","1997.0","1805.0","192.0","687.0","514.0","173.0","1310.0","1291.0","19.0","219.0","111.0","108.0","213.0","107.0","106.0","6.0","4.0","2.0","91.0","61.0","30.0"
"WA-504","Everett/Snohomish County CoC","2061.0","1344.0","717.0","902.0","333.0","569.0","1159.0","1011.0","148.0","172.0","69.0","103.0","163.0","65.0","98.0","9.0","4.0","5.0","88.0","42.0","46.0"
"WA-507","Yakima City & County CoC","523.0","470.0","53.0","228.0","186.0","42.0","295.0","284.0","11.0","131.0","96.0","35.0","114.0","87.0","27.0","17.0","9.0","8.0","26.0","25.0","1.0"
"WA-508","Vancouver/Clark County CoC","1020.0","844.0","176.0","440.0","330.0","110.0","580.0","514.0","66.0","83.0","38.0","45.0","63.0","31.0","32.0","20.0","7.0","13.0","49.0","31.0","18.0"
"WI-500","Wisconsin Balance of State CoC","3618.0","3239.0","379.0","1556.0","1328.0","228.0","2062.0","1911.0","151.0","233.0","197.0","36.0","148.0","128.0","20.0","85.0","69.0","16.0","280.0","278.0","2.0"
"WI-501","Milwaukee City & County CoC","1432.0","1318.0","114.0","915.0","812.0","103.0","517.0","506.0","11.0","129.0","77.0","52.0","124.0","75.0","49.0","5.0","2.0","3.0","199.0","191.0","8.0"
"WI-502","Racine City & County CoC","241.0","230.0","11.0","142.0","131.0","11.0","99.0","99.0","0.0","10.0","10.0","0.0","10.0","10.0","0.0","0.0","0.0","0.0","35.0","35.0","0.0"
"WI-503","Madison/Dane County CoC","736.0","659.0","77.0","420.0","348.0","72.0","316.0","311.0","5.0","115.0","77.0","38.0","95.0","57.0","38.0","20.0","20.0","0.0","25.0","21.0","4.0"
"WV-500","Wheeling/Weirton Area CoC","116.0","106.0","10.0","85.0","75.0","10.0","31.0","31.0","0.0","58.0","44.0","14.0","29.0","22.0","7.0","29.0","22.0","7.0","10.0","10.0","0.0"
"WV-501","Huntington/Cabell, Wayne Counties CoC","274.0","235.0","39.0","176.0","137.0","39.0","98.0","98.0","0.0","37.0","23.0","14.0","33.0","19.0","14.0","4.0","4.0","0.0","21.0","13.0","8.0"
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","416.0","358.0","58.0","306.0","251.0","55.0","110.0","107.0","3.0","64.0","49.0","15.0","64.0","49.0","15.0","0.0","0.0","0.0","47.0","38.0","9.0"
"WV-508","West Virginia Balance of State CoC","1604.0","834.0","770.0","1175.0","570.0","605.0","429.0","264.0","165.0","251.0","99.0","152.0","220.0","82.0","138.0","31.0","17.0","14.0","190.0","158.0","32.0"
"WY-500","Wyoming Statewide CoC","1813.0","475.0","1338.0","1302.0","292.0","1010.0","511.0","183.0","328.0","452.0","99.0","353.0","375.0","97.0","278.0","77.0","2.0","75.0","311.0","128.0","183.0"
"","Total","621553.0","390155.0","231398.0","382156.0","199159.0","182997.0","239397.0","190996.0","48401.0","112037.0","39560.0","72477.0","96268.0","32647.0","63621.0","15769.0","6913.0","8856.0","60579.0","35143.0","25436.0"
"","","","","","","","","","","","","","","","","","","","","","",""
"a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory, the sum of the point-in-time estimates the CoC separately reported for the portions of its territory in MO and in KS. However, in the companion file, Point-in-Time Estimates by State, MO-604's data have been split up between MO and KS.","","","","","","","","","","","","","","","","","","","","","",""
